84,49.750000,29.725000,28,1.747412,-279.1,0.392697,-167.36,0.000096,4.696475,-28.29,250,0.986772
85,47.700000,42.035000,29,1.596597,-269.8,0.392697,-169.18,0.009333,5.009237,-32.18,99,0.986772
86,48.700000,27.975000,26.5,1.739572,-276.1,0.409933,-176.12,0.000000,4.354017,-27.31,312,0.986772
87,45.150000,37.250000,29,1.579784,-506.9,0.290035,-226.91,0.000006,4.900963,-43.36,116,0.986772
88,44.700000,38.200000,30,1.763428,-483.8,0.760422,-207.19,0.000012,6.025456,-45.56,26,0.986772
89,38.775000,66.100000,31,1.874482,-291.7,1.089905,-281.34,0.000006,4.339215,-31.59,431,0.986772
90,53.110000,49.840000,28,1.676694,-372.2,0.119256,-179.93,0.000000,4.664653,-33.78,210,0.986772
91,52.910000,48.815000,31,1.697229,-366.7,0.342423,-180.54,0.000000,4.560306,-33.89,236,0.986772
92,58.750000,29.625000,29.5,1.682145,-248.4,0.262451,-151.82,0.000000,4.991047,-27.59,140,1.079181
93,59.025000,28.975000,32,1.748188,-254.5,0.365488,-149.16,0.000000,5.662660,-26.63,100,1.079181
94,55.925000,36.850000,31,1.793092,-257.5,0.283301,-153.15,0.000000,5.325021,-31.06,197,1.079181
95,43.275000,40.100000,26.5,1.588832,-476.1,0.496930,-322.49,1.141051,5.855052,-39.77,32,0.986772
96,59.275000,26.750000,38,1.745855,-277.1,0.313867,-162.64,0.000000,5.305838,-26.05,134,0.986772
97,52.075000,23.000000,37,1.766413,-255.3,0.271842,-157.27,0.000000,4.761253,-27.5,262,0.986772
98,59.275000,27.875000,38,1.719331,-267.8,0.232996,-163.26,0.000000,5.732199,-25.18,95,0.986772
99,43.025000,40.625000,38,1.786751,-489.4,0.666518,-302.86,0.184852,6.247768,-41.86,47,0.986772
100,59.250000,25.000000,34,1.700704,-293.2,0.506505,-155.89,0.006202,5.361586,-26.67,76,0.986772
101,45.309450,-76.972500,15.8,1.212188,-289.8,0.635986,-240.53,0.000000,4.473949,-35.67,116,1.225309
102,45.309450,-76.972500,19.3,1.212188,-289.8,0.635986,-240.53,0.000000,4.473949,-35.67,116,1.250420
103,45.309450,-76.972500,8,1.212188,-289.8,0.635986,-240.53,0.000000,4.473949,-35.67,116,1.352761
104,45.309450,-76.972500,9.9,1.212188,-289.8,0.635986,-240.53,0.000000,4.473949,-35.67,116,1.358125
105,45.417950,-76.369300,2,1.195900,-296.8,1.217194,-241.14,0.000000,3.053987,-34.89,115,1.239299
106,45.417950,-76.369300,5.3,1.195900,-296.8,1.217194,-241.14,0.000000,3.053987,-34.89,115,1.374932
107,45.072800,-75.250850,31.13,1.703291,-285.2,0.122871,-240.87,0.000000,6.539120,-32.4,170,0.984527
108,45.072800,-75.250850,32.67,1.703291,-285.2,0.029384,-240.87,0.000000,6.699468,-32.4,171,0.984527
109,45.072800,-75.250850,38.9,1.703291,-285.2,0.122871,-240.87,0.000000,6.539120,-32.4,170,1.147676
110,45.072800,-75.250850,37.3,1.703291,-285.2,0.029384,-240.87,0.000000,6.699468,-32.4,171,1.147676
111,45.072800,-75.250850,33.46,1.703291,-285.2,0.236033,-240.87,0.000000,7.363523,-32.4,134,1.147676
112,43.117600,-81.156350,34.49,1.487138,-307.6,0.619093,-208.15,0.123292,5.557218,-31.04,322,1.356026
113,45.118050,-65.404600,42.48,1.905256,-284.8,0.226342,-148.68,0.001168,6.106391,-36.79,299,1.190332
114,54.362350,-122.610000,26.34,2.009876,-258,0.473925,-216.89,0.000000,5.704324,-23.4,1064,1.130334
115,54.157650,-122.473050,11.07,1.737987,-254.3,0.534026,-221.54,0.000000,3.822720,-23.33,1149,0.991226
116,53.695400,-122.541800,10.41,1.697229,-265.4,1.011105,-223.91,0.000000,4.446755,-23.69,881,0.995635
117,53.972900,-124.039700,20.76,1.890980,-275.4,0.596157,-198.15,0.000000,5.016064,-22.95,1005,1.120574
118,53.972900,-124.039700,19.29,1.890980,-275.4,0.596157,-198.15,0.000000,5.016064,-22.95,1005,1.130334
119,49.082400,-116.730700,12.78,1.710963,-226.6,0.267641,-207.51,0.000000,3.110842,-31,2313,1.004321
120,49.082400,-117.439700,8.42,1.718502,-239.2,1.257679,-217.63,0.000046,3.572357,-31.64,1296,1.110590
121,49.047950,-117.570400,20.21,1.854913,-242.7,0.876507,-220.51,0.000063,3.950699,-31.86,1815,1.004321
122,49.255550,-121.157350,10.8,1.829947,-272.6,0.963693,-179.02,0.000014,3.742012,-30.71,1660,0.991226
123,49.262050,-121.729850,5.61,1.617000,-281.1,1.479647,-198.77,0.000263,3.017477,-37.07,495,1.139879
126,74.608350,-96.250800,32.8,1.857332,-266.4,0.051153,-83.63,0.000000,5.160246,-17.49,182,0.810770
127,75.295850,-102.918350,58.9,1.959041,-229.4,0.090258,-94.96,0.000000,6.118457,-16.7,174,0.810434
128,74.780000,-98.852500,51.5,1.994757,-239.9,0.097951,-86.62,0.000000,6.864353,-17.32,165,0.809762
129,74.778350,-98.810000,42.6,1.984527,-240.3,0.311754,-86.23,0.000000,7.774675,-17.32,89,0.810098
130,59.475000,10.789200,30.5,1.757396,-287.8,0.104146,-202.94,0.000630,6.492347,-30.1,154,1.099681
131,61.753450,10.896250,20.2,1.966142,-241.6,0.891482,-166.71,0.000000,4.652228,-24.07,1076,1.081347
133,43.240000,11.515000,30.79,1.890141,-370.5,1.069187,-281.05,0.006762,4.543346,-46.73,911,1.100371
134,44.700000,9.650000,48.13,2.268016,-375.8,1.078384,-287.58,0.026214,7.692206,-53.26,136,1.102708
135,42.515000,11.740000,23.01,1.932626,-479.3,1.159236,-308.03,0.008126,4.894273,-47.31,588,1.103804
136,44.735000,11.090000,49.03,1.962038,-341.6,0.471878,-265.44,0.958170,7.465319,-43.38,145,0.875061
137,44.165000,8.680000,44.77,1.961326,-481.2,0.204391,-377.21,1.607682,8.471127,-63.4,175,0.869232
138,44.165000,8.680000,45.44,1.961326,-481.2,0.204391,-377.21,1.607682,8.471127,-63.4,175,0.886491
139,43.515000,11.415000,41.04,2.155063,-328.5,0.727379,-282.24,0.003834,6.089900,-43.83,1127,0.895423
140,44.740000,11.975000,50,2.147584,-357.4,0.380573,-256.75,0.049287,7.998812,-38.26,335,0.895423
141,45.475000,11.060000,30,2.035430,-315,0.609488,-238.31,0.057969,6.096894,-44.65,539,0.895423
142,45.350000,9.335000,36.99,1.776265,-338.5,0.264109,-216.93,0.693685,5.876138,-51.46,252,1.113943
143,44.645000,11.525000,40.41,1.663041,-347.1,0.777934,-264.14,1.111891,5.511822,-39.16,38,1.120574
144,41.625000,10.160000,47.78,2.377270,-710.6,0.619824,-360.71,0.075587,10.058908,-54.67,587,1.000434
145,42.250000,14.465000,34.31,1.685294,-425.5,0.701136,-377.16,1.590960,5.863316,-54.13,161,1.100371
161,-25.587900,-49.517500,20.2,1.643453,-280.1,0.096910,-190.09,1.168217,5.535253,-49.42,1049,1.089905
162,-25.500000,-49.500000,24.8,1.604226,-280.1,0.588608,-193.64,0.513687,4.778464,-49.31,1053,1.089905
163,-25.500000,-49.500000,32.1,1.759668,-280.1,0.765892,-193.64,0.336924,5.421423,-49.31,1043,1.089905
164,-25.500000,-49.500000,28.8,1.759668,-280.1,0.765892,-193.64,0.336924,5.421423,-49.31,1043,1.000000
165,59.956800,11.156100,26.5,1.734800,-260.6,0.512017,-184.38,0.000000,4.634649,-28.2,404,1.017451
166,61.141650,-64.608300,43,2.007321,-201.1,0.350248,-92.87,0.000000,5.752498,-21.93,239,0.810569
167,62.166650,-64.966650,39.17,2.120245,-208.4,0.146128,-105.75,0.000000,6.478669,-21.89,366,0.809762
168,62.900000,-66.475000,35.61,2.099335,-233,0.235528,-153.92,0.000000,5.705911,-21.68,429,0.810636
169,63.408350,-68.001650,20.5,1.952308,-229.4,0.809560,-216.91,0.000000,5.527319,-21.4,27,0.809560
170,60.500000,17.000000,32.04,1.691081,-300.5,0.705265,-161.75,0.000000,5.138700,-26.22,135,0.913814
171,60.500000,17.000000,38.13,1.863323,-300.5,0.574379,-161.75,0.000000,6.192904,-26.22,145,0.913814
172,59.765400,10.434300,32.5,1.744293,-265.8,0.514548,-188.45,0.000280,4.384746,-31.96,420,1.130334
173,59.846800,11.016250,33.9,1.698970,-265.5,0.746868,-188.04,0.000000,4.599241,-28.27,339,1.107210
174,60.182650,10.915150,25.24,1.705864,-252.6,0.444045,-177.5,0.000000,4.238969,-26.87,590,0.986772
176,59.830300,10.096400,34.52,1.863323,-256,0.740363,-183.45,0.000074,4.703939,-34.7,594,0.986772
177,59.002100,9.404750,39.51,1.792392,-293.1,0.757396,-195.31,0.002956,5.023750,-30.24,248,1.107210
178,58.615700,8.939300,22.5,1.591065,-299.8,0.683047,-205.39,0.019854,4.788837,-30.62,118,1.107210
179,65.255550,11.519050,33,1.972203,-292.3,0.886209,-185.76,0.000001,5.186225,-21.27,167.5,1.103804
181,55.598500,12.190000,38.5,1.650308,-391.2,0.431364,-200.15,0.000000,5.451668,-25.44,88,1.306425
182,24.852100,67.078100,34.3,1.079181,-689.8,0.713238,-335.5,66.698341,4.549420,-85.54,17,1.278754
184,49.333300,4.083300,32,1.590842,-269.8,0.448706,-176.52,0.000000,4.690950,-27.1,240,1.096910
185,49.333300,4.083300,27.6,1.590842,-269.8,0.494155,-176.52,0.000000,4.755310,-27.1,228,1.225180
186,45.499950,4.999950,23.8,1.571709,-300.8,0.899821,-187.94,0.076071,4.419360,-27.53,306,1.108565
187,45.791600,5.249950,23,1.743510,-313.7,1.270446,-200.33,0.017205,4.250160,-30.28,290,1.087284
188,47.708300,7.083300,29.6,1.544068,-316.2,0.988113,-217.87,0.002038,4.107223,-27.47,354,1.078276
190,45.958300,1.083300,28,1.582745,-285.9,0.453318,-191.51,0.019151,4.782070,-30.47,378,1.087284
191,45.999950,1.416650,32,1.551450,-287.2,0.943495,-194.89,0.001403,3.956089,-30.74,448,1.077586
193,47.499950,5.000000,23.6,1.531479,-283.7,0.471292,-204.87,0.001145,4.004436,-28.33,568,1.108565
194,54.080000,-2.950000,16.67,1.501059,-176.6,0.190332,-140.16,0.002608,4.192020,-21.36,139,1.226342
195,50.985000,1.500000,43.11,1.782473,-278,0.264818,-170.8,0.044948,5.618013,-28.49,177,0.994889
196,51.035000,1.500000,40.74,1.732394,-278.7,0.487138,-171.11,0.361749,6.789643,-28.65,48,0.994889
197,30.256650,31.216650,42.06,1.665581,-403.2,0.014940,-169.67,8.208285,6.784981,-57.86,103,1.106633
198,30.627500,31.090250,43.8,1.605305,-561.9,0.365488,-180.65,3.485676,6.159531,-52.25,65,1.094820
199,30.837500,30.831950,43.06,1.525045,-656.3,0.055760,-197.77,2.011721,5.628243,-49.74,75,1.106531
200,30.844450,29.241650,50.05,1.636488,-713.2,0.054613,-257.65,2.007904,6.162278,-53.14,84,1.103804
201,30.431700,29.595000,46.46,1.389166,-549.8,0.378398,-201.95,3.235922,4.826955,-52.05,50,1.106531
202,31.333350,32.050000,51.77,1.690196,-857.2,0.000000,-260.33,1.135735,7.091573,-37.53,70,1.079181
203,31.075000,32.300000,38.62,1.623249,-752.5,0.092721,-267.16,2.483919,6.870873,-39.51,50,1.079181
204,50.985000,1.500000,40.74,1.782473,-278,0.397940,-170.8,0.033437,5.414049,-28.49,179,0.994889
206,39.250000,15.250000,60,2.476904,-770.03,0.257679,-461.49,0.061376,9.309683,-66.68,1767,0.914184
207,40.850000,14.700000,31.76,1.921790,-508.1,0.801266,-320.23,0.030628,4.766285,-54.8,831,0.875061
208,44.050000,10.150000,43.01,1.984257,-403,0.231724,-390.62,0.000174,5.238387,-53.14,868,0.913814
209,41.625000,10.160000,51.3,2.377270,-710.6,0.602928,-360.71,0.067827,9.923627,-54.67,625,0.841359
210,41.625000,10.160000,54.77,2.377270,-710.6,0.612784,-360.71,0.072183,10.001127,-54.67,603,0.905148
211,41.625000,10.160000,50,2.377270,-710.6,0.608740,-360.71,0.070328,9.968643,-54.67,612,1.007321
212,41.825000,9.685000,49.03,2.359627,-604.62,0.393926,-346.19,0.043404,8.588747,-59.51,1036,1.130334
213,44.400000,9.100000,34.77,1.916559,-452.7,0.795672,-339.82,0.019476,4.691948,-60.05,872,0.875061
214,44.350000,8.350000,27.99,1.812913,-438.4,1.192679,-336.68,0.056908,4.618479,-60.14,351,1.119817
215,44.350000,8.350000,35.31,1.812913,-438.4,1.192679,-336.68,0.056908,4.618479,-60.14,351,1.226729
216,44.400000,9.100000,36.02,1.916559,-452.7,0.795672,-339.82,0.019648,4.697108,-60.05,872,0.914977
217,44.475000,8.740000,30,1.512951,-437.5,1.574135,-320.6,0.151514,3.544000,-59.38,113,1.226729
218,44.950000,11.350000,36.99,1.777499,-348.4,1.018326,-256.78,0.221964,5.132199,-39.66,33,0.905904
219,45.300000,9.500000,30,1.942355,-335.1,0.921322,-220.13,0.088797,5.773573,-51.68,239,0.918030
220,44.285000,11.940000,23.42,1.772102,-332,1.105340,-275.08,0.024077,5.414488,-42.41,37,1.136721
221,44.285000,11.940000,21.76,1.772102,-332,1.105340,-275.08,0.024077,5.414488,-42.41,37,1.240549
222,45.250000,8.800000,26.99,1.596597,-351.6,0.199206,-215.77,7.015793,5.769592,-49.94,216,1.138113
223,45.200000,8.200000,31.46,1.673482,-355.2,0.364551,-218.05,6.503148,6.560127,-49.43,215,1.117967
224,45.200000,8.200000,36.53,1.673482,-355.2,0.364551,-218.05,6.503148,6.560127,-49.43,215,1.228785
225,44.850000,8.750000,33.01,2.098055,-380.3,0.966517,-250.27,0.144123,6.459539,-49.13,265,0.875061
226,44.850000,8.750000,43.01,2.098055,-380.3,0.966517,-250.27,0.144123,6.459539,-49.13,265,0.913443
227,45.300000,10.600000,32.79,2.051577,-309.5,0.536811,-238.25,0.011133,5.916437,-48.03,602,0.905148
228,43.850000,10.950000,26.99,1.775610,-356.1,1.188928,-289.14,0.015094,4.752675,-43.15,80,0.912647
229,43.650000,11.250000,34.62,1.923865,-341,0.416474,-282.49,0.006692,5.112153,-42.64,804,0.913814
230,42.650000,12.250000,31,1.698970,-412.7,0.305351,-297.4,0.001256,3.891564,-41.22,842,1.134783
231,42.650000,12.250000,31.34,1.698970,-412.7,0.305351,-297.4,0.001256,3.891564,-41.22,842,1.224663
232,42.650000,12.250000,17.78,1.556303,-412.7,1.085148,-297.4,0.004266,3.847298,-41.22,426,1.137227
233,42.650000,12.250000,23.01,1.556303,-412.7,1.085148,-297.4,0.004266,3.847298,-41.22,426,1.223626
234,43.100000,12.100000,23.98,1.623249,-353.3,0.535167,-282.24,0.009079,3.955635,-43.41,729,1.134783
235,43.100000,12.100000,27.78,1.623249,-353.3,0.535167,-282.24,0.009079,3.955635,-43.41,729,1.250786
236,44.460000,10.790000,25.31,1.750123,-344.9,0.102777,-285.61,0.084444,4.740684,-46.53,750,1.136721
237,44.460000,10.790000,29.54,1.750123,-344.9,0.102777,-285.61,0.084444,4.740684,-46.53,750,1.240549
238,40.475000,8.835000,38.26,1.954725,-465.5,0.681874,-379.84,0.067211,5.271027,-49.7,988,0.917243
239,39.700000,9.050000,37.63,2.021189,-559.8,0.279895,-354.93,0.023794,5.715820,-58.84,984,0.917243
240,44.650000,8.100000,38.45,1.974189,-395.3,0.893984,-282.63,0.065616,5.585434,-54.07,655,0.915716
241,42.450000,12.300000,36.02,1.831102,-433.1,1.080446,-305.05,0.001372,5.399272,-39.7,143,1.230449
242,42.450000,12.300000,33.01,1.831102,-433.1,1.071845,-305.05,0.001157,5.285795,-39.7,173,0.929419
244,56.705000,37.130000,23.6,1.102091,-270.3,0.290035,-151.98,0.000000,3.416400,-30.45,164,1.243038
245,56.705000,37.130000,26.8,1.102091,-270.3,0.290035,-151.98,0.000000,3.416400,-30.45,164,1.403121
246,56.705000,37.130000,19,1.102091,-270.3,0.290035,-151.98,0.000000,3.416400,-30.45,164,1.547775
247,5.602100,-0.108200,29.48,1.404834,-193.9,0.178977,-120.34,0.363684,4.010705,-80.62,91,1.107210
248,5.755300,0.189700,46,1.694605,-211.4,0.369216,-126.69,0.206405,5.190919,-81.53,92,1.095518
249,5.996700,0.592900,46.73,1.736397,-243.1,0.141550,-138.14,0.328969,5.395124,-82.19,134,1.095518
250,13.000000,-16.000000,41.14,1.469822,-666.9,0.056905,-269.99,8.195080,5.424752,-53.08,77,1.079181
251,13.000000,-16.000000,57.32,1.778874,-666.9,0.000000,-269.99,3.384099,6.932539,-53.08,143,0.903090
252,13.000000,-16.000000,60.41,1.778874,-666.9,0.000000,-269.99,2.535447,6.686807,-53.08,158,1.136721
253,-17.100000,32.660000,24.7,1.732394,-176.9,0.887730,-133.46,0.030775,4.530441,-50.79,1098,1.110590
254,-16.540000,33.170000,27,2.051538,-187.8,0.803730,-156.32,0.041602,6.978665,-50.13,533,0.908485
255,-15.840000,34.625000,22.5,1.929419,-195.3,0.473633,-194.87,0.009690,5.413089,-48.9,985,0.908485
256,-25.500000,-49.500000,35.2,1.832509,-280.1,0.208979,-193.64,0.473978,6.152650,-49.31,1060,1.133539
257,-25.500000,-49.500000,30,1.736397,-280.1,0.234517,-193.64,0.445578,5.465774,-49.31,686,1.130334
258,-25.500000,-49.500000,16.99,1.668386,-280.1,1.367207,-193.64,0.157775,4.439006,-49.31,45,1.136721
260,47.200000,7.800000,35.26,2.046378,-333.8,0.896747,-202.87,0.000000,5.200488,-34.8,865,0.911158
261,47.200000,7.800000,35.12,2.046378,-333.8,0.901676,-202.87,0.000000,5.188916,-34.8,865,0.985426
262,47.200000,7.800000,36.42,2.046378,-333.8,0.901676,-202.87,0.000000,5.188916,-34.8,865,1.087426
263,47.200000,7.800000,37.49,2.046378,-333.8,0.905580,-202.87,0.000000,5.179750,-34.8,865,1.237795
265,64.557500,10.870300,19,1.865104,-300.7,0.831486,-176.66,0.000080,5.122500,-26.98,172.9,1.107210
266,65.255550,11.519050,8.5,1.733197,-292.28,1.138397,-185.76,0.000001,3.925460,-21.27,171.5,1.098298
267,65.255550,11.519050,26.21,1.972203,-292.28,0.883207,-185.76,0.000001,5.181047,-21.27,192.2,1.098298
268,48.454150,17.024900,24.3,1.787460,-273.4,0.797960,-179.67,0.000000,5.989193,-27.74,192,1.078457
269,48.841950,19.294750,28,1.689309,-256.1,1.212188,-192.63,0.000000,3.536280,-28.09,1262,1.074085
270,48.153350,17.387800,20.8,1.643453,-277.5,0.941511,-185.56,0.000143,4.684854,-25.76,148,1.083503
271,50.226350,14.449650,14,1.528917,-296.1,0.613842,-188.89,0.000000,4.387077,-25.94,293,0.998695
272,50.522500,14.375950,13,1.594393,-304.2,1.071882,-191.64,0.000000,4.198850,-23.55,294,0.998695
281,52.120000,21.110000,23.2,1.187521,-265.74,0.217484,-158.06,0.000000,4.055395,-25.76,121,1.243038
282,52.120000,21.110000,26.5,1.187521,-265.74,0.217484,-158.06,0.000000,4.055395,-25.76,121,1.390935
